"","Operator","count","Fatal","Ratio"
"641","Air Pennsylvania - Air Taxi",1,3,1
"642","Air Pereira",1,4,1
"643","Air Philippines",1,131,1
"644","Air Rainbow",1,7,0.777777777777778
"645","Air Reconnaissance Unit of Liberia",1,16,0.888888888888889
"646","Air Rouergue",1,5,0.833333333333333
"647","Air Sí£o Tomí©",1,4,1
"648","Air Saint Maurice Inc.",1,3,0.428571428571429
"649","Air Satellite",1,7,0.7
"650","Air Senegal",1,25,0.480769230769231
"651","Air Senegal / Gambia Airways",1,3,1
"652","Air Serv Internatiional/CemAir",1,17,1
"653","Air Service - Air Taxi",1,3,1
"654","Air Services",1,3,0.6
"655","Air Sinai",1,37,1
"656","Air South",1,14,1
"657","Air St. Martin",1,20,1
"658","Air Sunshine",1,2,0.2
"659","Air Tahiti",1,11,0.5
"660","Air Tahoma",1,3,1
"661","Air Taroma",1,1,0.5
"662","Air taxi - Aero Air Taxi",1,4,1
"663","Air Taxi - Aero West Aviation Inc.",1,5,1
"664","Air Taxi - Air Grand Canyon Inc.",1,7,1
"665","Air Taxi - Air Medical Leasing",1,4,1
"666","Air taxi - Air Safaris Inc.",1,3,1
"667","Air Taxi - Air Taxi Inc.",1,5,1
"668","Air Taxi - Air Trends Inc.",1,4,0.8
"669","Air Taxi - Air Vegas Inc.",1,2,0.4
"670","Air Taxi - Airis Helicopters Inc.",1,3,1
"671","Air Taxi - Alpine Aviation",1,3,1
"672","Air Taxi - Baker Aviation Inc.",1,3,1
"673","Air Taxi - Bigfoot Air of Alaska, LLC",1,4,1
"674","Air Taxi - Bohemia Inc.",1,3,1
"675","Air Taxi - Centre Airlines Inc.",1,2,0.4
"676","Air Taxi - Coastal Airways Inc.",1,3,0.75
"677","Air Taxi - Coastal Helicopters Inc.",1,7,1
"678","Air Taxi - Continental Air Taxi",1,3,0.5
"679","Air taxi - Cuiaba Air Taxi",1,6,1
"680","Air Taxi - Custom Air Transport Inc.",1,2,1
"681","Air Taxi - Delaware Aviation LLC",1,4,1
"682","Air Taxi - Desert Flying Service",1,3,1
"683","Air Taxi - Durango Air Service",1,3,1
"684","Air Taxi - Eidoarie Inc.",1,4,1
"685","Air Taxi - El Aero Services Inc.",1,5,1
"686","Air Taxi - Flying School of the Cascades Inc.",1,4,1
"687","Air Taxi - Four Corners Aviation Inc.",1,2,0.4
"688","Air Taxi - Grant Aviation Inc.",1,6,1
"689","Air Taxi - Great Northern Aircraft Co.",1,3,0.428571428571429
"690","Air Taxi - Guinn Flying Service",1,4,1
"691","Air Taxi - Haines Airways Inc.",1,6,1
"692","Air Taxi - Hawaii Helicopters Inc.",1,7,1
"693","Air Taxi - Henson Airlines",1,14,1
"694","Air Taxi - Iliamna, Air Taxi Inc.",1,6,1
"695","Air Taxi - Island Air Service",1,4,1
"696","Air Taxi - Island Airlines",1,4,1
"697","Air Taxi - Islip Airco Inc.",1,2,0.4
"698","Air taxi - Jao Air Taxi",1,4,1
"699","Air Taxi - Jet Alaska",1,3,1
"700","Air Taxi - Lab Flying Service Inc.",1,6,1
"701","Air Taxi - Lake Clark Air Inc.",1,3,0.75
"702","Air Taxi - Las Vegas Flyers Inc.",1,10,1
"703","Air taxi - Lider Air Taxi",1,6,1
"704","Air Taxi - MajestiAlliance",1,2,1
"705","Air Taxi - Marco Zero Air Taxi",1,5,1
"706","Air Taxi - Martin Aviation LP",1,5,1
"707","Air Taxi - Mercy Flights Inc.",1,4,1
"708","Air Taxi - Minuteman Aviation Inc.",1,3,1
"709","Air Taxi - Monument Valley Air Service",1,6,1
"710","Air Taxi - National Helicopters",1,3,1
"711","Air Taxi - New England Airlines",1,3,0.6
"712","Air Taxi - New London Flying Services Inc.",1,2,0.5
"713","Air Taxi - Northern Air Services Inc.",1,2,1
"714","Air Taxi - Northern Arizona Aircraft Inc.",1,5,1
"715","Air Taxi - Ohana Helicopter Tours",1,6,1
"716","Air Taxi - Oklahoma Airways Inc.",1,2,1
"717","Air Taxi - Ozark Skyways Inc.",1,4,1
"718","Air Taxi - Papillion Helicopters Ltd.",1,3,0.428571428571429
"719","Air Taxi - Paramount Aviation Corp.",1,5,1
"720","Air Taxi - Peninsula Airways",1,3,1
"721","Air Taxi - Petroleum Helicopters Inc.",1,15,1
"722","Air Taxi - Raco Helicopters Corp.",1,3,1
"723","Air Taxi - Richards Aviation Inc.",1,2,1
"724","Air Taxi - Richmor Aviation",1,3,1
"725","Air taxi - Rumo Notre Air Taxi",1,4,1
"726","Air Taxi - Ryan Air Service",1,5,1
"727","Air Taxi - Sea PacifiInc.",1,3,0.75
"728","Air Taxi - Seaside Air Service",1,3,1
"729","Air Taxi - South Coast Helicopters Inc.",1,4,1
"730","Air Taxi - Stanley Air Taxi",1,4,1
"731","Air Taxi - Stearns Air Alaska",1,3,0.6
"732","Air Taxi - Sun Western Flyers Inc.",1,9,0.9
"733","Air Taxi - TAJ FBO Co.",1,4,1
"734","Air Taxi - Talon Air Services Inc.",1,3,1
"735","Air taxi - TAM",1,2,1
"736","Air Taxi - Temesco Helicopters Inc.",1,3,1
"737","Air Taxi - Trail Lake Flying Service Inc.",1,5,1
"738","Air Taxi - Transamerica",1,2,0.5
"739","Air Taxi - Tyee Airlines Inc.",1,8,1
"740","Air Taxi - US Helicopters Inc.",1,5,1
"741","Air Taxi - Uyak Air Services Inc.",1,6,0.857142857142857
"742","Air Taxi - Western Helicopter Inc.",1,4,1
"743","Air Taxi - Wilderness Aviation Inc.",1,3,1
"744","Air Taxi - Wolfe Air Aviation Ltd.",1,2,0.5
"745","Air Taxi -Wilderness Aviation Inc.",1,5,1
"746","Air Taxi- Hermans Air Inc.",1,2,0.5
"747","Air Transit - Air Taxi",1,3,0.75
"748","Air Transport Associates",1,2,0.0625
"749","Air Transport Charter",1,3,0.75
"750","Air Trek",1,6,1
"751","Air Turks & Caicos",1,1,0.166666666666667
"752","Air US / Private",1,15,0.789473684210526
"753","Air West",1,7,1
"754","Air West Airlines Ltd.",1,1,0.0526315789473684
"755","Air Wisconsin",1,13,0.866666666666667
"756","Air-Lift Commuter",1,2,1
"757","Airborne Transport",1,32,1
"758","Airbus Industrie",1,7,1
"759","Airco Charters - Air Taxi",1,2,1
"760","Aircraft Charter Group Inc",1,2,1
"761","Aircraft Transport and Travel",1,1,1
"762","Airline Transport",1,1,0.142857142857143
"763","Airline Transport Carriers",1,32,1
"764","Airlines of Australia",1,5,0.714285714285714
"765","Airlines of PNG",1,2,0.666666666666667
"766","Airquarius Aviation - Charter",1,3,1
"767","Airtech Rajawaldi Udara",1,14,0.7
"768","Airwave Transport",1,2,1
"769","Airways",1,3,1
"770","AirWest Airlines",1,11,0.846153846153846
"771","Aitalia",1,13,0.136842105263158
"772","Akhal Air",1,12,1
"773","Aktiebolaget Aerotransport",1,7,1
"774","Alada",1,1,0.0769230769230769
"775","ALADA",1,16,1
"776","Alamo Airways",1,3,1
"777","Alantis Aviation",1,12,1
"778","Alas Chiricanas",1,21,1
"779","Alas del Sur",1,3,1
"780","Alas Nacionales, leased from Birgen Air",1,189,1
"781","Alaska Aeronautical Industries",1,13,1
"782","Alaska Coastal Airlines",1,9,1
"783","Alaska Helicopter - Air Taxi",1,5,1
"784","Alaska International Air",1,4,1
"785","Alaska Travel",1,6,1
"786","Alaska-Washington Airways",1,3,1
"787","Albancion Circulo",1,10,1
"788","ALFA",1,18,0.75
"789","ALIANSA Colombia",1,8,1
"790","Alii Air Hawaii - Air Taxi",1,8,1
"791","All Nippon Airways /  Japanese Air Force",1,163,0.99390243902439
"792","Allegheny Airlines / Forth Corporation",1,83,1
"793","Alliance Airlines",1,6,1
"794","Allied Air Freight",1,2,1
"795","Aloha Airlines",1,1,0.0105263157894737
"796","Aloha Island Air",1,20,1
"797","Alpa Servicios Aí©reos",1,4,1
"798","Alpena Flying Service - Air Taxi",1,6,1
"799","Alpha Airways",1,4,1
"800","Alpine Air Express",1,2,1
"801","Alpine AviationŒæ",1,1,1
"802","AltusFlying Service - Air Taxi",1,2,0.5
"803","Alva Aircraft Service - Taxi",1,3,1
"804","Alyemda Airlines",1,3,0.0410958904109589
"805","Amazonese Importacao e Exportacao",1,9,0.5
"806","Ambler Air Service",1,7,0.777777777777778
"807","Amee de l'Air",1,3,0.75
"808","American Air  Export & Import Co.",1,1,0.5
"809","American Airlines / Private",1,2,0.0952380952380952
"810","American Export Airlines",1,11,0.297297297297297
"811","American Express Leasing",1,5,1
"812","American Flyers Airline",1,83,0.846938775510204
"813","American International Airways",1,0,0
"814","American Jet",1,7,1
"815","American Overseas Airlines",1,39,1
"816","American Virginia",1,1,0.2
"817","Amphibians",1,5,0.454545454545455
"818","Anchorage Helicopter - Air Taxi",1,3,1
"819","ANDESA",1,30,1
"820","Angola Air Charter",1,6,1
"821","Ansett Airlines of Papua New Guinea",1,4,1
"822","Ansett New Zealand",1,5,0.238095238095238
"823","ANT Air Taxi",1,5,1
"824","Antillian Airlines",1,23,0.365079365079365
"825","Antillies Air - Air Taxi",1,4,0.363636363636364
"826","Apache Airlines - Air Taxi",1,12,1
"827","Apline Aviation",1,1,1
"828","APRL",1,11,0.423076923076923
"829","Aquilla Airways",1,43,0.741379310344828
"830","Arall",1,4,0.363636363636364
"831","Aramar",1,8,1
"832","Aramco Associated Company",1,12,0.6
"833","Ararat Avia",1,0,0
"834","Arax Airlines",1,4,1
"835","Aray-Avia",1,1,0.0833333333333333
"836","Archana Airlines",1,9,1
"837","ArctiCircle Air Service",1,1,1
"838","ArctiPacific",1,22,0.458333333333333
"839","ArctiTransportation Services",1,1,1
"840","ArctiWings & Rotors",1,7,1
"841","Argentina CAA",1,11,1
"842","Armavia",1,113,1
"843","Aroostook Air - Air Taxi",1,3,1
"844","Arrow Airlines",1,9,1
"845","Arrow Airways",1,256,1
"846","Arsenyev Aviation Production Association",1,8,0.4
"847","ARTOP Aerotopografica LDA",1,36,1
"848","Asa Pesada",1,57,1
"849","Asian Spirit",1,17,1
"850","Asiana Airlines",1,68,0.618181818181818
"851","Aspring Air",1,10,1
"852","Associated Air Transport",1,40,1
"853","Associated Aviators",1,1,0.5
"854","Astrd Wing Aviaiton - Air Taxi",1,2,1
"855","Astro Air Taxi",1,4,1
"856","ATESA",1,5,0.357142857142857
"857","ATI Aircompany",1,8,1
"858","AtlantiAirlines",1,9,0.692307692307692
"859","AtlantiAirways",1,4,0.25
"860","AtlantiCentral Airlines",1,4,0.666666666666667
"861","AtlantiCity Airlines",1,3,0.3
"862","AtlantiCoast Airlines (United Express)",1,5,0.625
"863","Atlasjet Airlines",1,57,1
"864","Atran",1,9,1
"865","Augusta Aviaiton - Air Taxi",1,2,0.666666666666667
"866","Aurukun Air Services",1,6,1
"867","Australian Aerial Services",1,2,1
"868","Austria-Flugdienst",1,5,1
"869","Austrian Airlines",1,31,0.837837837837838
"870","AV Air / American Eagle",1,12,1
"871","Avalki Air",1,6,0.6
"872","Avanti Aviation -Air Taxi",1,2,1
"873","AVCOM",1,2,1
"874","AVENSA",1,2,1
"875","Avesca Colombia",1,11,1
"876","Avia Air Aruba",1,8,1
"877","Avia-Taxi",1,10,1
"878","Aviaimpex (Macedonia)",1,116,1
"879","AVIANCA / AVIANCA",1,38,1
"880","Aviastar Mandiri",1,6,1
"881","Aviation Development Corporation",1,143,1
"882","Aviation Enterprises",1,3,1
"883","Avicsa",1,20,0.5
"884","Aviogenex (Yugoslavia)",1,78,0.939759036144578
"885","Avion Airways",1,16,0.592592592592593
"886","Avionas  Banamex",1,8,1
"887","Avioriprese Jet Executive",1,3,1
"888","Avirex",1,3,0.3
"889","AVISPA",1,40,1
"890","Avisto",1,22,0.536585365853659
"891","Avtex Air Services",1,1,1
"892","AZAL Cargo Company",1,7,1
"893","Azov Avia Airlines",1,3,0.428571428571429
"894","BAFIN",1,4,1
"895","Bahri Aviation",1,5,1
"896","Baikal Air",1,124,1
"897","Baker Aero Inc. - Taxi",1,2,1
"898","Bako Air",1,7,1
"899","BAL Bremerhaven Airline",1,8,0.888888888888889
"900","Balair",1,12,1
"901","Bangkok Airways",1,38,1
"902","Bangladesh Biman",1,49,1
"903","Bankair",1,3,1
"904","Bankair Inc. - Air Taxi",1,5,0.714285714285714
"905","Bar Harbor Airlines",1,8,1
"906","Barrow Air Service - Air Taxi",1,7,0.875
"907","Bashkirian Airlines / DHL Worldwide Express",1,71,1
"908","Bassett Complany - Taxi",1,6,1
"909","Bavaria Flug",1,11,1
"910","Bay Land Aviation",1,5,1
"911","Bazair",1,27,1
"912","Bearskin Airlines / Air Sandy",1,8,1
"913","Beatty Flying Service - Taxi",1,2,1
"914","Belair - Air Taxi",1,5,1
"915","Belgian International Air Services",1,4,1
"916","Belize Air International Ltd.",1,5,0.416666666666667
"917","Bellview Airlines",1,117,1
"918","Berkshire Aviation - Air Taxi",1,2,0.666666666666667
"919","Bharat Airways",1,7,1
"920","BHS - Brazilian Helicopter Service  Air Taxi",1,6,0.545454545454545
"921","BHS - Brazilian Helicopter Service Air Taxi",1,5,0.25
"922","BHS - Brazilian Helicopter Services",1,5,1
"923","Bimini Air Charter Inc.",1,5,0.555555555555556
"924","Bimini Airways",1,5,1
"925","Binter Mediterríçneo",1,4,0.0851063829787234
"926","BKS Air Transport",1,6,0.75
"927","Blackhawk Int. Airways  - Private charter",1,9,1
"928","Blue Bird Air Service",1,4,1
"929","Blue Bird Aviation",1,2,1
"930","Blue Hawaiian Helicopters",1,7,1
"931","Blue Water Aviation Services",1,1,0.5
"932","Blue Wing Airlines",1,19,1
"933","Boeing KC-135E",1,2,0.285714285714286
"934","Boise Air Service",1,6,1
"935","Bombardier Aerospace",1,2,0.666666666666667
"936","Bonanza Airlines",1,29,1
"937","Bond Offshore Helicopters",1,16,1
"938","Borneo Airways",1,10,1
"939","Bourag Indonesia Airlines",1,10,1
"940","Bremerton-Seattle Air Taxi / Gorst Air Lines",1,2,1
"941","Bristol 170 Freighter 31M",1,2,0.2
"942","Bristol Aeroplane Co.",1,15,1
"943","Brit Air",1,1,0.0416666666666667
"944","Britannia Airways",1,98,0.837606837606838
"945","Britavia",1,5,0.0625
"946","British Aircraft Corporation",1,7,1
"947","British Airtours",1,55,0.401459854014599
"948","British Airways Helicopters",1,20,0.769230769230769
"949","British Columbia Airways",1,7,1
"950","British Commonwealth PacifiAirlines",1,19,1
"951","British International Helicopters",1,45,0.957446808510638
"952","British Overseas Airways /Qantas",1,10,1
"953","British United Airways",1,26,0.962962962962963
"954","British World Airways",1,1,0.5
"955","Britt Airways",1,3,1
"956","Broughton Air Servces",1,10,1
"957","Broward Aviation Services - Air Taxi",1,5,1
"958","Bruning Aviation",1,2,1
"959","Bruno Air",1,9,1
"960","Bruns Air Service - Air Taxi",1,4,1
"961","Buckeye Air Service - Air Taxi",1,2,1
"962","Buffalo Narrows Airways",1,2,1
"963","Bulair TABSO",1,47,0.528089887640449
"964","Burke Air Transport",1,14,0.388888888888889
"965","Burlington Air - Air Taxi",1,2,0.5
"966","Burlington Air Express",1,4,1
"967","Business Air Connection",1,4,1
"968","Business Aircraft - Air Taxi",1,3,1
"969","Business Jet Services",1,3,1
"970","Butler Aviation Inc.",1,12,1
"971","By Air",1,1,1
"972","C and C Aviaiton - Air Taxi",1,5,1
"973","CAAC Air TraffiManagement Bureau",1,3,1
"974","CAAK",1,23,1
"975","Cable Commuter",1,9,1
"976","Cabo Verde Airlines",1,1,0.0454545454545455
"977","Calair",1,2,1
"978","Caledonian Airways",1,111,1
"979","California Air Charter",1,1,1
"980","California Air Freight",1,2,1
"981","California Air National Guard",1,2,1
"982","California Aircraft",1,3,1
"983","CAMBA",1,10,0.909090909090909
"984","Campagnie France Roumaine",1,2,1
"985","Canada Jet Charters",1,5,1
"986","Canadian Air Transat",1,0,0
"987","Canadian Colonial Airways",1,4,1
"988","Canair Cargo",1,2,1
"989","Canair Corp. - Air Taxi",1,4,1
"990","Canairelief Air",1,4,1
"991","Cape Smythe Air Service",1,5,0.5
"992","Capital Airlines Inc.",1,2,1
"993","Capital Taxi Aereo",1,3,1
"994","Care Flight International",1,1,0.2
"995","Carga Aereo Transportada",1,4,1
"996","Carga del Caribe",1,3,0.6
"997","Cargo Three Panama",1,2,1
"998","Cargolux",1,4,1
"999","Carib Air Transport",1,7,1
"1000","Caribbean Air Carrier - Air Taxi",1,4,1
"1001","Caribbean Airlines",1,5,1
"1002","Caribbean International Airways",1,13,1
"1003","Carvair ATL-98",1,1,0.0555555555555556
"1004","Casino Air - Air Taxi",1,2,0.4
"1005","Castle Aviation",1,2,1
"1006","CATA",1,4,1
"1007","CATA Linea Aerea",1,5,1
"1008","Catalina - Vega - Air Taxi",1,4,1
"1009","Catalina Airlines",1,1,0.0909090909090909
"1010","CC Air",1,2,1
"1011","CCCP",1,2,0.5
"1012","Cebu PacifiAir",1,104,1
"1013","Central  Airlines",1,5,1
"1014","Central Air Services",1,2,1
"1015","Central Airlines",1,2,1
"1016","Centurian Air Cargo",1,0,0
"1017","Century Air Lines",1,2,0.4
"1018","Century PacifiLines",1,8,1
"1019","Cessnyca",1,14,1
"1020","Chaillotine Air Service",1,6,1
"1021","Chalk's International Airlines",1,2,1
"1022","Chalk's Ocean Airways",1,20,1
"1023","Chamberlin Flying Service",1,1,0.166666666666667
"1024","Channel Air Lift",1,3,1
"1025","Channel Express",1,2,1
"1026","Charter",1,1,0.0119047619047619
"1027","Charter - Aerotaxi",1,17,1
"1028","Charter - Air Adventures New Zealand Ltd",1,8,0.8
"1029","Charter - Air Cush",1,6,0.6
"1030","Charter - Central Air",1,8,1
"1031","Charter - Flightline Charter Services",1,9,1
"1032","Charter - IRS Aero",1,27,1
"1033","Charter - Maniema Union (owner Victoria Air)",1,27,1
"1034","Charter - Private",1,2,0.222222222222222
"1035","Charter - Twin Air HB",1,8,1
"1036","Charter -Federal Electricity Commission",1,19,1
"1037","Charter, Golden Eagle Aviation Inc.",1,30,0.75
"1038","Chelan Air Service",1,2,0.4
"1039","Cheremshanka Airlines",1,28,1
"1040","Chester Airport",1,3,1
"1041","Chicago and Southern Airlines",1,2,1
"1042","Chicago Helicopter Airways",1,13,1
"1043","Chicago-Detroit Airways",1,1,1
"1044","China Air Lines",1,24,1
"1045","China Flying Dragon Aviation (Feilong Airlines)",1,2,0.166666666666667
"1046","China General Aviation Corporation",1,108,0.857142857142857
"1047","China Southwest Airlines / Xiamen Airlines",1,128,0.566371681415929
"1048","Chugiak Aviation - Air Taxi",1,2,0.285714285714286
"1049","Churchill Falls Co.",1,8,1
"1050","Cia Brasiliera de Tratores",1,10,1
"1051","Cie Air Transport",1,26,1
"1052","Cie des Messageries Aeriennes",1,3,1
"1053","Circuit City Stores - Charter",1,8,1
"1054","City-Jet",1,6,1
"1055","Clarkes Thunder - Air Taxi",1,2,1
"1056","ClassiWings",1,27,0.9
"1057","Coastal Air Lines",1,18,0.666666666666667
"1058","Coastal Cargo",1,2,1
"1059","COHATA",1,30,0.857142857142857
"1060","College of the Ozarks",1,6,1
"1061","Columbia Air Cargo",1,13,1
"1062","Columbia PacifiAirlines",1,17,1
"1063","Commercial Airways",1,12,1
"1064","Commercial Airways (Comair)",1,17,1
"1065","Commutair",1,2,0.5
"1066","Commuter Airline - Air Taxi",1,3,0.272727272727273
"1067","Compagnie Air Transport",1,4,0.666666666666667
"1068","Compagnie Internationale de Navigation Aí©rienne",1,7,1
"1069","Compagnie Sila",1,2,0.285714285714286
"1070","Compania de Aviacion Faucett SA (Peru)",1,123,1
"1071","Compania de Mexico",1,14,1
"1072","Compania Dominicana de Aviacion",1,102,1
"1073","Compania Mexicana de Aviacion",1,79,1
"1074","ComvaAviation",1,4,1
"1075","Condor Flugdienst",1,16,1
"1076","Conesul Taxi Aí©reo",1,7,1
"1077","Congo Airline",1,41,1
"1078","Connair",1,11,1
"1079","Connie Kalitta Services",1,3,1
"1080","Conquest Airways - Air Taxi",1,3,0.272727272727273
"1081","Continental Air Services",1,2,1
"1082","Continental Air Transport",1,3,1
"1083","Continental Charters",1,26,0.65
"1084","Continental Connection/Colgan Air",1,49,1
"1085","Continental Express",1,14,1
"1086","Continentale Deutsche Luftreederei",1,1,0.142857142857143
"1087","Conviasa",1,3,1
"1088","Cooper Skybird Air Charters",1,14,1
"1089","COPA (Panama)",1,47,1
"1090","Copterline",1,14,1
"1091","Corp. Aeronautica de Transportes",1,4,1
"1092","Corporacion Boliviano de Fomento",1,6,1
"1093","Corporate Air",1,1,1
"1094","Corporate Air - Air Taxi",1,3,1
"1095","Corporate Airlines (American Connection)",1,13,0.866666666666667
"1096","Corporate Mobility Inc. - Private",1,3,1
"1097","Costal Airway",1,8,1
"1098","Cougar Helicopters",1,17,0.944444444444444
"1099","Coval Air",1,9,1
"1100","Crasa - Air Taxi",1,6,1
"1101","Crest Airlines - Air Taxi",1,2,1
"1102","Cross Airways",1,5,1
"1103","Cruzeiro Do Sud",1,26,1
"1104","CSA Czech Airlines",1,16,0.941176470588235
"1105","CTA LanguedoRoussillon",1,23,0.851851851851852
"1106","Cunard Eagle Airways",1,39,1
"1107","Currey Air Transport",1,3,0.0909090909090909
"1108","Curtiss-Reid Flying Services Ltd. (Canada)",1,52,1
"1109","Custom Air Service",1,2,1
"1110","Dai Nippon",1,6,1
"1111","Daimler Airways",1,6,1
"1112","Daimler Airways / Grands Express Aeriens",1,7,1
"1113","Dalmia Jain Airways",1,13,1
"1114","Dan-Air Services",1,4,0.8
"1115","Darbhanga Aviation",1,5,0.454545454545455
"1116","de Havilland Aircraft",1,11,1
"1117","Del Rio Flying Service - Air Taxi",1,7,1
"1118","Delaware Aviation - Air Taxi",1,2,1
"1119","Delta Air Lines/ North Central Airlines",1,10,0.075187969924812
"1120","Deming Flying Service - Air Taxi",1,2,1
"1121","Den Norske Luftfartskole",1,7,1
"1122","Denver Air Center",1,7,1
"1123","Deraps Aviation",1,3,0.75
"1124","Deraya Air Taxi",1,1,0.111111111111111
"1125","Derby Aviation",1,34,1
"1126","Det Danske Luftfartselskab",1,12,0.571428571428571
"1127","Deutche Lufthansa",1,1,1
"1128","Deutsche Flugdienst",1,1,0.0294117647058824
"1129","Deutsche Zeppelin Reederei",1,35,0.360824742268041
"1130","Devener Flying Service - Taxi",1,3,1
"1131","Devlet Hava Yollairi",1,15,1
"1132","DHL",1,2,0.666666666666667
"1133","DHL Aviation Africa",1,4,1
"1134","Dirgantara Air Service",1,3,1
"1135","DJB Air Charter",1,1,0.1
"1136","DLL",1,2,0.125
"1137","DNL",1,13,1
"1138","Dodita Air Cargo",1,1,0.5
"1139","Dominicana",1,31,1
"1140","Dominion Air Lines",1,1,1
"1141","Don Everall Aviation",1,3,1
"1142","Don Zimmerman - Air Taxi",1,4,1
"1143","Douglas Aircraft",1,5,0.833333333333333
"1144","Douglas Aircraft Company",1,5,1
"1145","Duncan Aircraft Sales",1,10,1
"1146","Dunlap Aviation - Air Taxi",1,2,1
"1147","Dutch Continental Airways",1,3,0.3
"1148","Dutch Dakota Association",1,32,1
"1149","Dwyer Flying Service - Private Charter",1,4,1
"1150","E.A.S. Aeroservizi",1,3,1
"1151","Eagle Airways",1,2,1
"1152","Eagle Cap Leasing",1,14,1
"1153","Eagle Commuter",1,7,0.7
"1154","Eagle Flight - Air Taxi",1,4,1
"1155","EAS Airlines (Executive Airline Services)",1,74,0.961038961038961
"1156","East African Air Charters",1,4,0.8
"1157","East Anglian Flying Services",1,12,0.666666666666667
"1158","East Coast Air - Air Taxi",1,3,1
"1159","East Coast Jets",1,8,1
"1160","East Indonesia Air Taxi",1,13,1
"1161","East Provincial Airways",1,15,0.714285714285714
"1162","Ecuatair",1,60,1
"1163","Ecuato Guineana de Aviacion",1,6,1
"1164","Edde Airlines",1,13,1
"1165","EDELCA",1,12,1
"1166","Edinburgh Air Charter",1,8,0.727272727272727
"1167","Eitos",1,13,1
"1168","Ejercito del Aire",1,16,1
"1169","El Magal Aviation",1,7,1
"1170","Elbee Airlines",1,2,1
"1171","ELK Aviation Co. (leased from Eminex)",1,2,0.117647058823529
"1172","Embry Riddle Company",1,1,1
"1173","Emirates Air Transport",1,4,1
"1174","Empresa Aviacion del Pacifico",1,36,1
"1175","Empresa Nacional de Transp.  Trabalho Aereo",1,5,1
"1176","Empressa Commun. Aí©reas de Veracruz",1,15,1
"1177","Enimex",1,2,0.666666666666667
"1178","ERA Aviation - Air Taxi",1,3,0.6
"1179","ERA Helicopter",1,2,1
"1180","Era Helicopter - Air Taxi",1,2,0.285714285714286
"1181","ETA - Empresa Transportes Aí©reos",1,9,1
"1182","Eurasia",1,4,1
"1183","Eureka Aero Inc. - Air Taxi",1,3,1
"1184","Euro Asia Aviation",1,6,1
"1185","Euroair",1,1,1
"1186","Eurojet Italila",1,2,1
"1187","Europe Aero Service EAS",1,22,1
"1188","Everest Air",1,19,1
"1189","Evergreen Alaska Helicopters, Inc.",1,4,1
"1190","Evergreen International Airlines",1,2,1
"1191","Evolga",1,3,1
"1192","EXA Inc.",1,12,1
"1193","Executive Airlines",1,19,1
"1194","Executive Funds",1,1,0.04
"1195","Executive Jet Sales Inc.",1,6,1
"1196","Exportada De Sal S.A.",1,12,1
"1197","Express Airlines - Northwest Airlink",1,18,1
"1198","F.R. de la Direccion General de Ados",1,20,1
"1199","Fairbanks Air - Air Taxi",1,2,1
"1200","Fairbanks Air Service - Taxi",1,2,1
"1201","Fairflight Ltd.",1,80,0.963855421686747
"1202","Fairways",1,10,0.833333333333333
"1203","Falcon Airways - Air Taxi",1,2,1
"1204","Falcon Aviation Group",1,7,1
"1205","FAMA (Argentina)",1,21,1
"1206","Far Aviation - Air Taxi / Speeds Flying - Air Taxi",1,2,0.222222222222222
"1207","Far East Aviation",1,98,1
"1208","Faraz Qeshm Airlines",1,30,1
"1209","Farnair Hungary",1,2,1
"1210","Federal Airlines",1,53,1
"1211","Festus Flying Service - Air Taxi",1,2,1
"1212","Fiji Air",1,2,1
"1213","Fiji Air Services",1,9,1
"1214","Filipinas Orient Airways",1,11,1
"1215","Fine Air",1,4,1
"1216","First Air",1,2,1
"1217","Flamingo Airlines - Air Taxi",1,2,1
"1218","Flash Air",1,148,1
"1219","Fleming Airways System Transport",1,1,0.0256410256410256
"1220","Fleming International Airways",1,3,1
"1221","Flight Safety Australia",1,2,1
"1222","Flight Service",1,13,1
"1223","Flightline",1,10,1
"1224","Florida Commuter Airlines",1,34,1
"1225","Flugefelag",1,25,1
"1226","Flugfelag Austurlands",1,3,1
"1227","Fly 540",1,3,1
"1228","Flying W Airways",1,2,1
"1229","Flynn's Ferry Service",1,2,1
"1230","Force Area Populaire de Angola",1,37,1
"1231","Ford Air Freight Inc.",1,2,1
"1232","Fortaire Aviation - Air Taxi",1,3,0.6
"1233","Foster Aviation",1,6,1
"1234","Fragtflug",1,3,1
"1235","Francisco Cruz",1,6,1
"1236","Franco-Roumaine",1,5,1
"1237","Fred Olsen Flyveselskap",1,11,0.379310344827586
"1238","Freedom International",1,1,0.5
"1239","Frigorifico Cooperativo Los Andes",1,27,1
"1240","Frigorifico Maniqui",1,7,0.7
"1241","Frigorifico Reyes",1,5,1
"1242","Frigorifico Santa Rita",1,5,1
"1243","Frontier Air",1,1,0.25
"1244","Frontier Flying Service",1,3,0.3
"1245","Fuerza Aí©rea Colombiana",1,80,1
"1246","Fuerza Aí©rea Nicaragua",1,28,1
"1247","Fuerza Aí©rea Panamena",1,16,1
"1248","Fuerza Aí©rea Uruguaya",1,5,0.333333333333333
"1249","Fuerza Aí©rea Venezolana",1,11,1
"1250","Fuerza Area Angolaise",1,47,1
"1251","Fuji Airlines",1,20,0.476190476190476
"1252","Fujita Koku Kabushki Kai",1,19,1
"1253","Fun Air",1,5,1
"1254","G & W Aviation",1,5,1
"1255","Gabon Express",1,19,0.633333333333333
