"","Operator","count","Fatal","Ratio"
"617","Aerolineas Condor",1,44,1
"618","Aerolineas Cuahonte",1,9,1
"619","Aerolineas El Salvador",1,2,1
"620","Aerolineas La Gaviola",1,9,1
"621","Aerolineas La Paz",1,5,1
"622","Aerolineas Litoral Argentina",1,28,0.933333333333333
"623","Aerolineas Nacionales",1,60,1
"624","Aeromexico / Private",1,67,1
"625","Aeromist-Kharkiv",1,44,1
"626","Aeronautical Services - Air Taxi",1,3,1
"627","Aeronaves de Panama",1,6,1
"628","Aeronaves del Peru",1,3,0.428571428571429
"629","Aeronor Chile",1,46,1
"630","Aeronorte",1,9,1
"631","Aeropeca",1,18,1
"632","Aeropol",1,3,1
"633","Aeropostale - La Tecoere Company",1,6,1
"634","Aeroput",1,8,1
"635","Aeroservice International",1,2,1
"636","Aeroservice S de RL",1,6,1
"637","Aeroservicios Empresariales de Durango",1,16,0.842105263157895
"638","Aerosweet Airlines (LVOV)",1,70,1
"639","Aerotaxi Manaus",1,24,0.857142857142857
"640","Aerotechnia",1,7,1
"641","Aerotransportes Petroleros",1,3,0.428571428571429
"642","Aerotuy airline",1,1,0.0909090909090909
"643","Aerovalles",1,6,1
"644","Aerovanguardia",1,3,1
"645","Aerovias Condor",1,2,0.5
"646","Aerovias Cuba International",1,12,1
"647","Aerovias del Norte",1,10,1
"648","Aerovias del Valle",1,10,1
"649","Aerovias Guest",1,25,1
"650","Aerovias Halcon",1,1,0.0625
"651","Aerovias Rojas",1,18,1
"652","Aerovias Urraca",1,22,0.785714285714286
"653","Aerovias Venezolanas SA (Venezuela)",1,77,1
"654","Africa One Congo",1,21,0.954545454545455
"655","African Air",1,2,0.333333333333333
"656","African Commuter Services",1,3,0.230769230769231
"657","Agape Flight Inc.",1,2,0.666666666666667
"658","Agco Corp",1,5,1
"659","Agee Flying Service - Air Taxi",1,4,1
"660","AIDA",1,14,0.875
"661","Air  Mali",1,47,0.783333333333333
"662","Air 70",1,10,1
"663","Air Affaires Gabon",1,12,1
"664","Air Albatross",1,8,0.888888888888889
"665","Air Ambulance - Med-Trans Corp.",1,4,0.8
"666","Air ambulance - Mercy Air Services",1,3,1
"667","Air Amercia",1,5,1
"668","Air Angles Inc.",1,4,1
"669","Air Anguilla",1,11,1
"670","Air Bissau",1,3,0.230769230769231
"671","Air Bleu",1,1,0.5
"672","Air Cameroon",1,4,1
"673","Air Caraibes",1,19,1
"674","Air Cargo Carriers",1,3,1
"675","Air Cargo Express",1,2,1
"676","Air Carriers Express Services Inc",1,17,1
"677","Air Central",1,5,1
"678","Air Chaparral - Air Taxi",1,2,1
"679","Air Charter - Tanzanian Air Services",1,3,0.5
"680","Air China",1,128,0.771084337349398
"681","Air Comores",1,15,0.9375
"682","Air Continental",1,3,1
"683","Air East",1,12,0.705882352941177
"684","Air Ferry",1,2,1
"685","Air Ferry Ltd",1,88,1
"686","Air Fiji",1,17,1
"687","Air Flamence",1,1,1
"688","Air Florida",1,74,0.936708860759494
"689","Air Gabon",1,3,1
"690","Air Gaspí©",1,4,1
"691","Air Georgian",1,1,1
"692","Air Global",1,2,1
"693","Air Guinee",1,15,0.882352941176471
"694","Air Haiti International",1,3,1
"695","Air Hawaii",1,5,1
"696","Air Illinois",1,10,1
"697","Air Iowa",1,6,1
"698","Air Ivoire",1,6,1
"699","Air Ivorie",1,17,1
"700","Air Jordan",1,10,0.666666666666667
"701","Air Karibu",1,7,1
"702","Air Kasai",1,14,1
"703","Air Lanka",1,22,0.146666666666667
"704","Air Liberia",1,8,0.888888888888889
"705","Air Luxor",1,7,1
"706","Air Malawi",1,10,1
"707","Air Martinique",1,6,1
"708","Air Mauritanie",1,80,0.860215053763441
"709","Air Melanesie",1,1,0.125
"710","Air Memphis",1,6,1
"711","Air Methods / ClassiHelicopters",1,6,0.857142857142857
"712","Air Moorea",1,20,1
"713","Air New England",1,1,0.1
"714","Air Niagara",1,2,1
"715","Air North",1,1,0.333333333333333
"716","Air North Queensland",1,11,1
"717","Air Ocean",1,16,1
"718","Air Ohio - Air Taxi",1,2,1
"719","Air One Executive",1,2,1
"720","Air Ontario",1,24,0.347826086956522
"721","Air Outre-Mer",1,3,1
"722","Air Outremer",1,18,1
"723","Air Pennsylvania - Air Taxi",1,3,1
"724","Air Pereira",1,4,1
"725","Air Philippines",1,131,1
"726","Air Rainbow",1,7,0.777777777777778
"727","Air Reconnaissance Unit of Liberia",1,16,0.888888888888889
"728","Air Rouergue",1,5,0.833333333333333
"729","Air Sí£o Tomí©",1,4,1
"730","Air Saint Maurice Inc.",1,3,0.428571428571429
"731","Air Satellite",1,7,0.7
"732","Air Senegal",1,25,0.480769230769231
"733","Air Senegal / Gambia Airways",1,3,1
"734","Air Serv Internatiional/CemAir",1,17,1
"735","Air Service - Air Taxi",1,3,1
"736","Air Services",1,3,0.6
"737","Air Sinai",1,37,1
"738","Air South",1,14,1
"739","Air St. Martin",1,20,1
"740","Air Sunshine",1,2,0.2
"741","Air Tahiti",1,11,0.5
"742","Air Tahoma",1,3,1
"743","Air Taroma",1,1,0.5
"744","Air taxi - Aero Air Taxi",1,4,1
"745","Air Taxi - Aero West Aviation Inc.",1,5,1
"746","Air Taxi - Air Grand Canyon Inc.",1,7,1
"747","Air Taxi - Air Medical Leasing",1,4,1
"748","Air taxi - Air Safaris Inc.",1,3,1
"749","Air Taxi - Air Taxi Inc.",1,5,1
"750","Air Taxi - Air Trends Inc.",1,4,0.8
"751","Air Taxi - Air Vegas Inc.",1,2,0.4
"752","Air Taxi - Airis Helicopters Inc.",1,3,1
"753","Air Taxi - Alpine Aviation",1,3,1
"754","Air Taxi - Baker Aviation Inc.",1,3,1
"755","Air Taxi - Bigfoot Air of Alaska, LLC",1,4,1
"756","Air Taxi - Bohemia Inc.",1,3,1
"757","Air Taxi - Centre Airlines Inc.",1,2,0.4
"758","Air Taxi - Coastal Airways Inc.",1,3,0.75
"759","Air Taxi - Coastal Helicopters Inc.",1,7,1
"760","Air Taxi - Continental Air Taxi",1,3,0.5
"761","Air taxi - Cuiaba Air Taxi",1,6,1
"762","Air Taxi - Custom Air Transport Inc.",1,2,1
"763","Air Taxi - Delaware Aviation LLC",1,4,1
"764","Air Taxi - Desert Flying Service",1,3,1
"765","Air Taxi - Durango Air Service",1,3,1
"766","Air Taxi - Eidoarie Inc.",1,4,1
"767","Air Taxi - El Aero Services Inc.",1,5,1
"768","Air Taxi - Flying School of the Cascades Inc.",1,4,1
"769","Air Taxi - Four Corners Aviation Inc.",1,2,0.4
"770","Air Taxi - Grant Aviation Inc.",1,6,1
"771","Air Taxi - Great Northern Aircraft Co.",1,3,0.428571428571429
"772","Air Taxi - Guinn Flying Service",1,4,1
"773","Air Taxi - Haines Airways Inc.",1,6,1
"774","Air Taxi - Hawaii Helicopters Inc.",1,7,1
"775","Air Taxi - Henson Airlines",1,14,1
"776","Air Taxi - Iliamna, Air Taxi Inc.",1,6,1
"777","Air Taxi - Island Air Service",1,4,1
"778","Air Taxi - Island Airlines",1,4,1
"779","Air Taxi - Islip Airco Inc.",1,2,0.4
"780","Air taxi - Jao Air Taxi",1,4,1
"781","Air Taxi - Jet Alaska",1,3,1
"782","Air Taxi - Lab Flying Service Inc.",1,6,1
"783","Air Taxi - Lake Clark Air Inc.",1,3,0.75
"784","Air Taxi - Las Vegas Flyers Inc.",1,10,1
"785","Air taxi - Lider Air Taxi",1,6,1
"786","Air Taxi - MajestiAlliance",1,2,1
"787","Air Taxi - Marco Zero Air Taxi",1,5,1
"788","Air Taxi - Martin Aviation LP",1,5,1
"789","Air Taxi - Mercy Flights Inc.",1,4,1
"790","Air Taxi - Minuteman Aviation Inc.",1,3,1
"791","Air Taxi - Monument Valley Air Service",1,6,1
"792","Air Taxi - National Helicopters",1,3,1
"793","Air Taxi - New England Airlines",1,3,0.6
"794","Air Taxi - New London Flying Services Inc.",1,2,0.5
"795","Air Taxi - Northern Air Services Inc.",1,2,1
"796","Air Taxi - Northern Arizona Aircraft Inc.",1,5,1
"797","Air Taxi - Ohana Helicopter Tours",1,6,1
"798","Air Taxi - Oklahoma Airways Inc.",1,2,1
"799","Air Taxi - Ozark Skyways Inc.",1,4,1
"800","Air Taxi - Papillion Helicopters Ltd.",1,3,0.428571428571429
"801","Air Taxi - Paramount Aviation Corp.",1,5,1
"802","Air Taxi - Peninsula Airways",1,3,1
"803","Air Taxi - Petroleum Helicopters Inc.",1,15,1
"804","Air Taxi - Raco Helicopters Corp.",1,3,1
"805","Air Taxi - Richards Aviation Inc.",1,2,1
"806","Air Taxi - Richmor Aviation",1,3,1
"807","Air taxi - Rumo Notre Air Taxi",1,4,1
"808","Air Taxi - Ryan Air Service",1,5,1
"809","Air Taxi - Sea PacifiInc.",1,3,0.75
"810","Air Taxi - Seaside Air Service",1,3,1
"811","Air Taxi - South Coast Helicopters Inc.",1,4,1
"812","Air Taxi - Stanley Air Taxi",1,4,1
"813","Air Taxi - Stearns Air Alaska",1,3,0.6
"814","Air Taxi - Sun Western Flyers Inc.",1,9,0.9
"815","Air Taxi - TAJ FBO Co.",1,4,1
"816","Air Taxi - Talon Air Services Inc.",1,3,1
"817","Air taxi - TAM",1,2,1
"818","Air Taxi - Temesco Helicopters Inc.",1,3,1
"819","Air Taxi - Trail Lake Flying Service Inc.",1,5,1
"820","Air Taxi - Transamerica",1,2,0.5
"821","Air Taxi - Tyee Airlines Inc.",1,8,1
"822","Air Taxi - US Helicopters Inc.",1,5,1
"823","Air Taxi - Uyak Air Services Inc.",1,6,0.857142857142857
"824","Air Taxi - Western Helicopter Inc.",1,4,1
"825","Air Taxi - Wilderness Aviation Inc.",1,3,1
"826","Air Taxi - Wolfe Air Aviation Ltd.",1,2,0.5
"827","Air Taxi -Wilderness Aviation Inc.",1,5,1
"828","Air Taxi- Hermans Air Inc.",1,2,0.5
"829","Air Transit - Air Taxi",1,3,0.75
"830","Air Transport Associates",1,2,0.0625
"831","Air Transport Charter",1,3,0.75
"832","Air Trek",1,6,1
"833","Air Turks & Caicos",1,1,0.166666666666667
"834","Air US / Private",1,15,0.789473684210526
"835","Air West",1,7,1
"836","Air West Airlines Ltd.",1,1,0.0526315789473684
"837","Air Wisconsin",1,13,0.866666666666667
"838","Air-Lift Commuter",1,2,1
"839","Airborne Transport",1,32,1
"840","Airbus Industrie",1,7,1
"841","Airco Charters - Air Taxi",1,2,1
"842","Aircraft Charter Group Inc",1,2,1
"843","Aircraft Transport and Travel",1,1,1
"844","Airline Transport",1,1,0.142857142857143
"845","Airline Transport Carriers",1,32,1
"846","Airlines of Australia",1,5,0.714285714285714
"847","Airlines of PNG",1,2,0.666666666666667
"848","Airquarius Aviation - Charter",1,3,1
"849","Airtech Rajawaldi Udara",1,14,0.7
"850","Airwave Transport",1,2,1
"851","Airways",1,3,1
"852","AirWest Airlines",1,11,0.846153846153846
"853","Aitalia",1,13,0.136842105263158
"854","Akhal Air",1,12,1
"855","Aktiebolaget Aerotransport",1,7,1
"856","Alada",1,1,0.0769230769230769
"857","ALADA",1,16,1
"858","Alamo Airways",1,3,1
"859","Alantis Aviation",1,12,1
"860","Alas Chiricanas",1,21,1
"861","Alas del Sur",1,3,1
"862","Alas Nacionales, leased from Birgen Air",1,189,1
"863","Alaska Aeronautical Industries",1,13,1
"864","Alaska Coastal Airlines",1,9,1
"865","Alaska Helicopter - Air Taxi",1,5,1
"866","Alaska International Air",1,4,1
"867","Alaska Travel",1,6,1
"868","Alaska-Washington Airways",1,3,1
"869","Albancion Circulo",1,10,1
"870","ALFA",1,18,0.75
"871","ALIANSA Colombia",1,8,1
"872","Alii Air Hawaii - Air Taxi",1,8,1
"873","All Nippon Airways /  Japanese Air Force",1,163,0.99390243902439
"874","Allegheny Airlines / Forth Corporation",1,83,1
"875","Alliance Airlines",1,6,1
"876","Allied Air Freight",1,2,1
"877","Aloha Airlines",1,1,0.0105263157894737
"878","Aloha Island Air",1,20,1
"879","Alpa Servicios Aí©reos",1,4,1
"880","Alpena Flying Service - Air Taxi",1,6,1
"881","Alpha Airways",1,4,1
"882","Alpine Air Express",1,2,1
"883","Alpine AviationŒæ",1,1,1
"884","AltusFlying Service - Air Taxi",1,2,0.5
"885","Alva Aircraft Service - Taxi",1,3,1
"886","Alyemda Airlines",1,3,0.0410958904109589
"887","Amazonese Importacao e Exportacao",1,9,0.5
"888","Ambler Air Service",1,7,0.777777777777778
"889","Amee de l'Air",1,3,0.75
"890","American Air  Export & Import Co.",1,1,0.5
"891","American Airlines / Military - USAF",1,12,0.923076923076923
"892","American Airlines / Private",1,2,0.0952380952380952
"893","American Export Airlines",1,11,0.297297297297297
"894","American Express Leasing",1,5,1
"895","American Flyers Airline",1,83,0.846938775510204
"896","American International Airways",1,0,0
"897","American Jet",1,7,1
"898","American Overseas Airlines",1,39,1
"899","American Virginia",1,1,0.2
"900","Amphibians",1,5,0.454545454545455
"901","Anchorage Helicopter - Air Taxi",1,3,1
"902","ANDESA",1,30,1
"903","Angola Air Charter",1,6,1
"904","Ansett Airlines of Papua New Guinea",1,4,1
"905","Ansett New Zealand",1,5,0.238095238095238
"906","ANT Air Taxi",1,5,1
"907","Antillian Airlines",1,23,0.365079365079365
"908","Antillies Air - Air Taxi",1,4,0.363636363636364
"909","Apache Airlines - Air Taxi",1,12,1
"910","Apline Aviation",1,1,1
"911","APRL",1,11,0.423076923076923
"912","Aquilla Airways",1,43,0.741379310344828
"913","Arall",1,4,0.363636363636364
"914","Aramar",1,8,1
"915","Aramco Associated Company",1,12,0.6
"916","Ararat Avia",1,0,0
"917","Arax Airlines",1,4,1
"918","Aray-Avia",1,1,0.0833333333333333
"919","Archana Airlines",1,9,1
"920","ArctiCircle Air Service",1,1,1
"921","ArctiPacific",1,22,0.458333333333333
"922","ArctiTransportation Services",1,1,1
"923","ArctiWings & Rotors",1,7,1
"924","Argentina CAA",1,11,1
"925","Armavia",1,113,1
"926","Aroostook Air - Air Taxi",1,3,1
"927","Arrow Airlines",1,9,1
"928","Arrow Airways",1,256,1
"929","Arsenyev Aviation Production Association",1,8,0.4
"930","ARTOP Aerotopografica LDA",1,36,1
"931","Asa Pesada",1,57,1
"932","Asian Spirit",1,17,1
"933","Asiana Airlines",1,68,0.618181818181818
"934","Aspring Air",1,10,1
"935","Associated Air Transport",1,40,1
"936","Associated Aviators",1,1,0.5
"937","Astrd Wing Aviaiton - Air Taxi",1,2,1
"938","Astro Air Taxi",1,4,1
"939","ATESA",1,5,0.357142857142857
"940","ATI Aircompany",1,8,1
"941","AtlantiAirlines",1,9,0.692307692307692
"942","AtlantiAirways",1,4,0.25
"943","AtlantiCentral Airlines",1,4,0.666666666666667
"944","AtlantiCity Airlines",1,3,0.3
"945","AtlantiCoast Airlines (United Express)",1,5,0.625
"946","Atlasjet Airlines",1,57,1
"947","Atran",1,9,1
"948","Augusta Aviaiton - Air Taxi",1,2,0.666666666666667
"949","Aurukun Air Services",1,6,1
"950","Australian Aerial Services",1,2,1
"951","Austria-Flugdienst",1,5,1
"952","Austrian Airlines",1,31,0.837837837837838
"953","AV Air / American Eagle",1,12,1
"954","Avalki Air",1,6,0.6
"955","Avanti Aviation -Air Taxi",1,2,1
"956","AVCOM",1,2,1
"957","AVENSA",1,2,1
"958","Avesca Colombia",1,11,1
"959","Avia Air Aruba",1,8,1
"960","Avia-Taxi",1,10,1
"961","Aviaimpex (Macedonia)",1,116,1
"962","AVIANCA / AVIANCA",1,38,1
"963","Aviastar Mandiri",1,6,1
"964","Aviation Development Corporation",1,143,1
"965","Aviation Enterprises",1,3,1
"966","Avicsa",1,20,0.5
"967","Aviogenex (Yugoslavia)",1,78,0.939759036144578
"968","Avion Airways",1,16,0.592592592592593
"969","Avionas  Banamex",1,8,1
"970","Avioriprese Jet Executive",1,3,1
"971","Avirex",1,3,0.3
"972","AVISPA",1,40,1
"973","Avisto",1,22,0.536585365853659
"974","Avtex Air Services",1,1,1
"975","AZAL Cargo Company",1,7,1
"976","Azov Avia Airlines",1,3,0.428571428571429
"977","BAFIN",1,4,1
"978","Bahri Aviation",1,5,1
"979","Baikal Air",1,124,1
"980","Baker Aero Inc. - Taxi",1,2,1
"981","Bako Air",1,7,1
"982","BAL Bremerhaven Airline",1,8,0.888888888888889
"983","Balair",1,12,1
"984","Bangkok Airways",1,38,1
"985","Bangladesh Biman",1,49,1
"986","Bankair",1,3,1
"987","Bankair Inc. - Air Taxi",1,5,0.714285714285714
"988","Bar Harbor Airlines",1,8,1
"989","Barrow Air Service - Air Taxi",1,7,0.875
"990","Bashkirian Airlines / DHL Worldwide Express",1,71,1
"991","Bassett Complany - Taxi",1,6,1
"992","Bavaria Flug",1,11,1
"993","Bay Land Aviation",1,5,1
"994","Bazair",1,27,1
"995","Bearskin Airlines / Air Sandy",1,8,1
"996","Beatty Flying Service - Taxi",1,2,1
"997","Belair - Air Taxi",1,5,1
"998","Belgian International Air Services",1,4,1
"999","Belize Air International Ltd.",1,5,0.416666666666667
"1000","Bellview Airlines",1,117,1
"1001","Berkshire Aviation - Air Taxi",1,2,0.666666666666667
"1002","Bharat Airways",1,7,1
"1003","BHS - Brazilian Helicopter Service  Air Taxi",1,6,0.545454545454545
"1004","BHS - Brazilian Helicopter Service Air Taxi",1,5,0.25
"1005","BHS - Brazilian Helicopter Services",1,5,1
"1006","Bimini Air Charter Inc.",1,5,0.555555555555556
"1007","Bimini Airways",1,5,1
"1008","Binter Mediterríçneo",1,4,0.0851063829787234
"1009","BKS Air Transport",1,6,0.75
"1010","Blackhawk Int. Airways  - Private charter",1,9,1
"1011","Blue Bird Air Service",1,4,1
"1012","Blue Bird Aviation",1,2,1
"1013","Blue Hawaiian Helicopters",1,7,1
"1014","Blue Water Aviation Services",1,1,0.5
"1015","Blue Wing Airlines",1,19,1
"1016","Boeing KC-135E",1,2,0.285714285714286
"1017","Boise Air Service",1,6,1
"1018","Bombardier Aerospace",1,2,0.666666666666667
"1019","Bonanza Airlines",1,29,1
"1020","Bond Offshore Helicopters",1,16,1
"1021","Borneo Airways",1,10,1
"1022","Bourag Indonesia Airlines",1,10,1
"1023","Bremerton-Seattle Air Taxi / Gorst Air Lines",1,2,1
"1024","Bristol 170 Freighter 31M",1,2,0.2
"1025","Bristol Aeroplane Co.",1,15,1
"1026","Brit Air",1,1,0.0416666666666667
"1027","Britannia Airways",1,98,0.837606837606838
"1028","Britavia",1,5,0.0625
"1029","British Aircraft Corporation",1,7,1
"1030","British Airtours",1,55,0.401459854014599
"1031","British Airways Helicopters",1,20,0.769230769230769
"1032","British Columbia Airways",1,7,1
"1033","British Commonwealth PacifiAirlines",1,19,1
"1034","British European Airways / Military - British",1,14,1
"1035","British European Airways / Military - Soviet Air Force",1,15,1
"1036","British International Helicopters",1,45,0.957446808510638
"1037","British Overseas Airways /Qantas",1,10,1
"1038","British United Airways",1,26,0.962962962962963
"1039","British World Airways",1,1,0.5
"1040","Britt Airways",1,3,1
"1041","Broughton Air Servces",1,10,1
"1042","Broward Aviation Services - Air Taxi",1,5,1
"1043","Bruning Aviation",1,2,1
"1044","Bruno Air",1,9,1
"1045","Bruns Air Service - Air Taxi",1,4,1
"1046","Buckeye Air Service - Air Taxi",1,2,1
"1047","Buffalo Narrows Airways",1,2,1
"1048","Bulair TABSO",1,47,0.528089887640449
"1049","Burke Air Transport",1,14,0.388888888888889
"1050","Burlington Air - Air Taxi",1,2,0.5
"1051","Burlington Air Express",1,4,1
"1052","Business Air Connection",1,4,1
"1053","Business Aircraft - Air Taxi",1,3,1
"1054","Business Jet Services",1,3,1
"1055","Butler Aviation Inc.",1,12,1
"1056","By Air",1,1,1
"1057","C and C Aviaiton - Air Taxi",1,5,1
"1058","CAAC Air TraffiManagement Bureau",1,3,1
"1059","CAAK",1,23,1
"1060","Cable Commuter",1,9,1
"1061","Cabo Verde Airlines",1,1,0.0454545454545455
"1062","Calair",1,2,1
"1063","Caledonian Airways",1,111,1
"1064","California Air Charter",1,1,1
"1065","California Air Freight",1,2,1
"1066","California Air National Guard",1,2,1
"1067","California Aircraft",1,3,1
"1068","CAMBA",1,10,0.909090909090909
"1069","Campagnie France Roumaine",1,2,1
"1070","Canada Jet Charters",1,5,1
"1071","Canadian Air Transat",1,0,0
"1072","Canadian Colonial Airways",1,4,1
"1073","Canair Cargo",1,2,1
"1074","Canair Corp. - Air Taxi",1,4,1
"1075","Canairelief Air",1,4,1
"1076","Cape Smythe Air Service",1,5,0.5
"1077","Capital Airlines / Military - Air National Guard",1,11,1
"1078","Capital Airlines Inc.",1,2,1
"1079","Capital Taxi Aereo",1,3,1
"1080","Care Flight International",1,1,0.2
"1081","Carga Aereo Transportada",1,4,1
"1082","Carga del Caribe",1,3,0.6
"1083","Cargo Three Panama",1,2,1
"1084","Cargolux",1,4,1
"1085","Carib Air Transport",1,7,1
"1086","Caribbean Air Carrier - Air Taxi",1,4,1
"1087","Caribbean Airlines",1,5,1
"1088","Caribbean International Airways",1,13,1
"1089","Carvair ATL-98",1,1,0.0555555555555556
"1090","Casino Air - Air Taxi",1,2,0.4
"1091","Castle Aviation",1,2,1
"1092","CATA",1,4,1
"1093","CATA Linea Aerea",1,5,1
"1094","Catalina - Vega - Air Taxi",1,4,1
"1095","Catalina Airlines",1,1,0.0909090909090909
"1096","CC Air",1,2,1
"1097","CCCP",1,2,0.5
"1098","Cebu PacifiAir",1,104,1
"1099","Central  Airlines",1,5,1
"1100","Central Air Services",1,2,1
"1101","Central Airlines",1,2,1
"1102","Centurian Air Cargo",1,0,0
"1103","Century Air Lines",1,2,0.4
"1104","Century PacifiLines",1,8,1
"1105","Cessnyca",1,14,1
"1106","Chaillotine Air Service",1,6,1
"1107","Chalk's International Airlines",1,2,1
"1108","Chalk's Ocean Airways",1,20,1
"1109","Chamberlin Flying Service",1,1,0.166666666666667
"1110","Channel Air Lift",1,3,1
"1111","Channel Express",1,2,1
"1112","Charter",1,1,0.0119047619047619
"1113","Charter - Aerotaxi",1,17,1
"1114","Charter - Air Adventures New Zealand Ltd",1,8,0.8
"1115","Charter - Air Cush",1,6,0.6
"1116","Charter - Central Air",1,8,1
"1117","Charter - Flightline Charter Services",1,9,1
"1118","Charter - IRS Aero",1,27,1
"1119","Charter - Maniema Union (owner Victoria Air)",1,27,1
"1120","Charter - Private",1,2,0.222222222222222
"1121","Charter - Twin Air HB",1,8,1
"1122","Charter -Federal Electricity Commission",1,19,1
"1123","Charter, Golden Eagle Aviation Inc.",1,30,0.75
"1124","Chelan Air Service",1,2,0.4
"1125","Cheremshanka Airlines",1,28,1
"1126","Chester Airport",1,3,1
"1127","Chicago and Southern Airlines",1,2,1
"1128","Chicago Helicopter Airways",1,13,1
"1129","Chicago-Detroit Airways",1,1,1
"1130","China Air Lines",1,24,1
"1131","China Flying Dragon Aviation (Feilong Airlines)",1,2,0.166666666666667
"1132","China General Aviation Corporation",1,108,0.857142857142857
"1133","China Southwest Airlines / Xiamen Airlines",1,128,0.566371681415929
"1134","Chugiak Aviation - Air Taxi",1,2,0.285714285714286
"1135","Churchill Falls Co.",1,8,1
"1136","Cia Brasiliera de Tratores",1,10,1
"1137","Cie Air Transport",1,26,1
"1138","Cie des Messageries Aeriennes",1,3,1
"1139","Circuit City Stores - Charter",1,8,1
"1140","City-Jet",1,6,1
"1141","Clarkes Thunder - Air Taxi",1,2,1
"1142","ClassiWings",1,27,0.9
"1143","Coastal Air Lines",1,18,0.666666666666667
"1144","Coastal Cargo",1,2,1
"1145","COHATA",1,30,0.857142857142857
"1146","College of the Ozarks",1,6,1
"1147","Columbia Air Cargo",1,13,1
"1148","Columbia PacifiAirlines",1,17,1
"1149","Commercial Airways",1,12,1
"1150","Commercial Airways (Comair)",1,17,1
"1151","Commutair",1,2,0.5
"1152","Commuter Airline - Air Taxi",1,3,0.272727272727273
"1153","Compagnie Air Transport",1,4,0.666666666666667
"1154","Compagnie Internationale de Navigation Aí©rienne",1,7,1
"1155","Compagnie Sila",1,2,0.285714285714286
"1156","Compania de Aviacion Faucett SA (Peru)",1,123,1
"1157","Compania de Mexico",1,14,1
"1158","Compania Dominicana de Aviacion",1,102,1
"1159","Compania Mexicana de Aviacion",1,79,1
"1160","ComvaAviation",1,4,1
"1161","Condor Flugdienst",1,16,1
"1162","Conesul Taxi Aí©reo",1,7,1
"1163","Congo Airline",1,41,1
"1164","Connair",1,11,1
"1165","Connie Kalitta Services",1,3,1
"1166","Conquest Airways - Air Taxi",1,3,0.272727272727273
"1167","Continental Air Services",1,2,1
"1168","Continental Air Transport",1,3,1
"1169","Continental Charters",1,26,0.65
"1170","Continental Connection/Colgan Air",1,49,1
"1171","Continental Express",1,14,1
"1172","Continentale Deutsche Luftreederei",1,1,0.142857142857143
"1173","Conviasa",1,3,1
"1174","Cooper Skybird Air Charters",1,14,1
"1175","COPA (Panama)",1,47,1
"1176","Copterline",1,14,1
"1177","Corp. Aeronautica de Transportes",1,4,1
"1178","Corporacion Boliviano de Fomento",1,6,1
"1179","Corporate Air",1,1,1
"1180","Corporate Air - Air Taxi",1,3,1
"1181","Corporate Airlines (American Connection)",1,13,0.866666666666667
"1182","Corporate Mobility Inc. - Private",1,3,1
"1183","Costal Airway",1,8,1
"1184","Cougar Helicopters",1,17,0.944444444444444
"1185","Coval Air",1,9,1
"1186","Crasa - Air Taxi",1,6,1
"1187","Crest Airlines - Air Taxi",1,2,1
"1188","Cross Airways",1,5,1
"1189","Cruzeiro Do Sud",1,26,1
"1190","CSA Czech Airlines",1,16,0.941176470588235
"1191","CTA LanguedoRoussillon",1,23,0.851851851851852
"1192","Cubana de Aviacion / Military -  US Navy",1,43,1
"1193","Cunard Eagle Airways",1,39,1
"1194","Currey Air Transport",1,3,0.0909090909090909
"1195","Curtiss-Reid Flying Services Ltd. (Canada)",1,52,1
"1196","Custom Air Service",1,2,1
"1197","Dai Nippon",1,6,1
"1198","Daimler Airways",1,6,1
"1199","Daimler Airways / Grands Express Aeriens",1,7,1
"1200","Dalmia Jain Airways",1,13,1
"1201","Dan-Air Services",1,4,0.8
"1202","Darbhanga Aviation",1,5,0.454545454545455
"1203","de Havilland Aircraft",1,11,1
"1204","Del Rio Flying Service - Air Taxi",1,7,1
"1205","Delaware Aviation - Air Taxi",1,2,1
"1206","Delta Air Lines/ North Central Airlines",1,10,0.075187969924812
"1207","Deming Flying Service - Air Taxi",1,2,1
"1208","Den Norske Luftfartskole",1,7,1
"1209","Denver Air Center",1,7,1
"1210","Deraps Aviation",1,3,0.75
"1211","Deraya Air Taxi",1,1,0.111111111111111
"1212","Derby Aviation",1,34,1
"1213","Det Danske Luftfartselskab",1,12,0.571428571428571
"1214","Deutche Lufthansa",1,1,1
"1215","Deutsche Flugdienst",1,1,0.0294117647058824
"1216","Deutsche Zeppelin Reederei",1,35,0.360824742268041
"1217","Devener Flying Service - Taxi",1,3,1
"1218","Devlet Hava Yollairi",1,15,1
"1219","DHL",1,2,0.666666666666667
"1220","DHL Aviation Africa",1,4,1
"1221","Dirgantara Air Service",1,3,1
"1222","DJB Air Charter",1,1,0.1
"1223","DLL",1,2,0.125
"1224","DNL",1,13,1
"1225","Dodita Air Cargo",1,1,0.5
"1226","Dominicana",1,31,1
"1227","Dominion Air Lines",1,1,1
"1228","Don Everall Aviation",1,3,1
"1229","Don Zimmerman - Air Taxi",1,4,1
"1230","Douglas Aircraft",1,5,0.833333333333333
"1231","Douglas Aircraft Company",1,5,1
"1232","Duncan Aircraft Sales",1,10,1
"1233","Dunlap Aviation - Air Taxi",1,2,1
"1234","Dutch Continental Airways",1,3,0.3
"1235","Dutch Dakota Association",1,32,1
"1236","Dwyer Flying Service - Private Charter",1,4,1
"1237","E.A.S. Aeroservizi",1,3,1
"1238","Eagle Airways",1,2,1
"1239","Eagle Cap Leasing",1,14,1
